claim_id,age,policy_tenure_years,claim_amount,annual_premium,num_claims_history,days_to_report,incident_severity,insurance_type,incident_type,police_report_filed,witnesses,vehicle_age_years,deductible_amount,customer_region,fraud_flag
CLM100268,67,4.6,11599.21,6253.88,8,41,Total Loss,Life,Fire,1,0,10,1000,Central,0
CLM100269,32,5.2,5694.94,7838.1,7,65,Total Loss,Life,Accident,1,4,14,2500,East,0
CLM100270,59,3.0,24805.117904094597,5737.96,14,42,Minor,Life,Accident,0,2,12,500,East,1
CLM100271,73,14.5,96109.12791582673,3625.65,14,75,Moderate,Life,Fire,1,1,18,1500,West,1
CLM100272,24,1.8,130324.78681237074,5872.7,6,90,Total Loss,Auto,Medical,1,4,11,2000,West,1
CLM100273,57,7.0,5595.614317579604,7255.96,15,70,Moderate,Auto,Natural,1,2,14,1500,Central,1
CLM100274,45,6.0,5758.64,1465.71,4,79,Minor,Health,Natural,0,1,11,500,South,0
CLM100275,49,11.3,59044.45,2489.71,10,78,Total Loss,Auto,Natural,1,3,17,1000,East,0
CLM100276,52,14.7,5729.26,7394.72,1,19,Moderate,Life,Medical,1,4,3,1500,East,0
CLM100277,32,10.9,18699.32,7596.75,9,27,Total Loss,Property,Medical,0,4,10,500,North,0
CLM100278,65,18.7,5384.46,4131.04,4,36,Total Loss,Auto,Accident,1,0,14,1000,North,0
CLM100279,53,19.1,7609.37,3309.13,12,2,Major,Life,Medical,1,3,4,1500,South,0
CLM100280,38,7.5,10087.350797406105,2620.86,20,89,Moderate,Health,Theft,1,0,4,1000,East,1
CLM100281,23,15.7,30100.43,4240.64,7,72,Major,Auto,Fire,0,0,19,2500,West,0
CLM100282,18,14.9,33138.76,7508.98,8,26,Major,Property,Medical,0,2,9,1000,East,0
CLM100283,21,17.9,6284.11,1623.57,8,31,Moderate,Life,Natural,0,0,9,1000,West,0
CLM100284,28,9.2,27024.15,3648.73,0,47,Moderate,Auto,Medical,0,4,5,500,West,0
CLM100285,61,10.8,7653.15,7337.06,6,45,Major,Life,Accident,1,0,5,500,South,0
CLM100286,43,8.6,2564.07,3118.39,11,46,Total Loss,Property,Fire,1,1,5,2000,East,0
CLM100287,54,17.1,22287.0,6260.61,10,89,Total Loss,Property,Fire,1,4,6,500,Central,0
CLM100288,40,5.0,14611.68,3419.45,7,39,Minor,Health,Natural,1,2,17,2500,East,0
CLM100289,46,5.2,5810.98,6536.95,9,2,Total Loss,Property,Fire,1,0,3,2500,East,0
CLM100290,38,7.8,5375.35,7857.52,2,74,Moderate,Auto,Theft,1,1,13,1000,North,0
CLM100291,65,5.0,56711.96,3408.67,12,28,Moderate,Property,Fire,1,1,10,500,South,0
CLM100292,62,11.4,83300.77555321477,6838.24,7,90,Minor,Auto,Natural,1,4,6,2000,Central,1
CLM100293,62,3.1,25895.06,7913.13,10,49,Moderate,Auto,Fire,1,0,17,500,Central,0
CLM100294,66,6.7,3054.79,7878.73,2,9,Major,Life,Medical,1,1,19,2000,Central,0
CLM100295,44,18.3,22108.93,3753.28,8,60,Minor,Auto,Accident,1,0,1,1000,West,0
CLM100296,56,8.5,4622.29,4143.21,12,60,Minor,Auto,Medical,1,4,1,2500,South,0
CLM100297,57,15.1,57839.74,2775.51,2,22,Total Loss,Health,Theft,1,3,6,500,North,0
CLM100298,30,2.7,1802.42,2855.14,1,5,Total Loss,Life,Theft,1,1,10,500,West,0
CLM100299,40,5.3,7511.17,4193.53,8,74,Major,Auto,Accident,0,2,17,2500,Central,0
CLM100300,33,16.2,9396.24,2003.89,14,59,Major,Health,Accident,1,0,19,2500,West,0
CLM100301,47,15.4,27076.37,5833.42,10,26,Total Loss,Life,Accident,0,4,6,1500,West,0
CLM100302,21,8.0,22800.8,4522.31,12,54,Total Loss,Property,Accident,1,4,19,1500,Central,0
CLM100303,57,19.1,8049.87,7235.51,13,30,Major,Auto,Fire,1,2,4,1500,Central,0
CLM100304,33,18.3,13505.47,6579.37,7,29,Total Loss,Property,Medical,1,3,1,2500,North,0
CLM100305,48,19.3,71713.08735048503,2918.53,9,90,Minor,Life,Theft,0,0,13,1500,South,1
CLM100306,70,8.8,1275.51,4293.53,1,12,Major,Life,Fire,0,3,6,500,East,0
CLM100307,59,4.4,25305.82,6128.86,5,58,Total Loss,Health,Accident,1,4,9,2500,East,0
CLM100308,42,12.7,45032.55,1949.0,12,53,Moderate,Auto,Natural,0,1,17,500,East,0
CLM100309,61,13.9,1488.85,736.98,12,20,Moderate,Auto,Natural,1,3,7,2500,North,0
CLM100310,29,2.9,1699.79,6892.28,4,42,Major,Health,Medical,1,1,15,1000,West,0
CLM100311,43,15.8,7335.68,1531.63,13,10,Moderate,Property,Theft,1,2,13,500,Central,0
CLM100312,54,0.9,2377.94,7170.59,11,66,Moderate,Life,Theft,1,4,8,2500,South,0
CLM100313,65,9.9,30255.22188383329,7352.06,4,70,Minor,Health,Medical,0,1,5,2000,East,1
CLM100314,50,7.0,49630.83021012969,3955.25,10,55,Major,Life,Accident,1,0,6,2500,South,1
CLM100315,45,14.9,13551.77,6550.86,3,50,Moderate,Property,Accident,1,4,8,1000,South,0
CLM100316,26,6.6,4280.4,3223.93,8,75,Total Loss,Property,Theft,1,2,6,2500,Central,0
CLM100317,29,16.6,16954.96,6936.98,11,60,Major,Property,Theft,1,0,8,1000,North,0
CLM100318,22,12.1,18320.81,6685.11,0,45,Major,Auto,Theft,0,4,6,1500,Central,0
CLM100319,71,16.0,41422.41,1088.89,5,42,Moderate,Life,Accident,1,3,11,500,North,0
CLM100320,69,19.8,3381.36,4869.51,6,26,Moderate,Life,Natural,1,4,16,1000,West,0
CLM100321,71,13.7,18681.21,5299.99,14,84,Minor,Health,Medical,1,0,19,2000,South,0
CLM100322,45,19.7,37358.96,506.43,11,88,Total Loss,Life,Medical,1,1,11,500,East,0
CLM100323,73,1.1,11444.21,7849.39,5,29,Minor,Auto,Fire,1,1,4,2500,South,0
CLM100324,52,7.1,18364.4218951337,3549.26,6,83,Minor,Health,Fire,1,4,17,2500,Central,1
CLM100325,22,2.6,3808.49,4380.07,11,9,Total Loss,Property,Natural,1,4,4,1000,North,0
CLM100326,51,5.6,31237.08,1961.03,3,2,Moderate,Life,Theft,0,2,4,2000,West,0
CLM100327,63,16.9,8519.23,5081.89,4,76,Minor,Auto,Natural,1,3,6,1000,West,0
CLM100328,51,1.1,39830.51,6579.65,8,59,Major,Auto,Fire,0,2,2,2000,North,0
CLM100329,30,10.6,29234.29,4894.19,4,26,Minor,Life,Fire,1,2,0,1000,North,0
CLM100330,56,11.6,8089.46,6410.26,9,81,Total Loss,Auto,Medical,0,1,5,1500,North,0
CLM100331,59,11.4,13796.72,5983.31,14,44,Minor,Property,Natural,0,1,6,1500,West,0
CLM100332,62,9.8,1413.25,2282.43,7,61,Minor,Life,Accident,1,0,7,1500,South,0
CLM100333,65,15.9,5582.02,3768.6,6,23,Major,Life,Fire,1,2,13,1000,South,0
CLM100334,31,3.1,19582.23,1614.7,3,45,Total Loss,Life,Medical,1,0,14,500,West,0
CLM100335,28,6.6,17993.91,814.52,9,77,Major,Health,Theft,1,4,6,2500,East,0
CLM100336,59,12.5,15559.463764044362,973.02,6,70,Moderate,Property,Natural,0,0,6,500,Central,1
CLM100337,55,14.0,25801.48,7568.75,6,62,Total Loss,Auto,Fire,1,1,0,2500,West,0
CLM100338,21,8.4,5034.59,7884.03,5,3,Minor,Life,Accident,1,2,8,2000,East,0
CLM100339,70,17.6,10278.13,1212.33,12,15,Major,Life,Fire,0,1,6,1500,Central,0
CLM100340,50,8.6,10594.97,3013.95,2,50,Major,Auto,Accident,1,4,19,1500,South,0
CLM100341,24,8.4,7251.31,1358.16,9,73,Total Loss,Property,Natural,0,3,6,2500,North,0
CLM100342,73,1.2,47405.5,6756.72,14,47,Major,Auto,Accident,1,2,17,1500,Central,0
CLM100343,58,11.2,18894.7,4222.23,2,64,Total Loss,Auto,Accident,1,1,13,500,North,0
CLM100344,25,14.3,12621.85,5159.46,1,68,Moderate,Life,Medical,1,3,14,1000,East,0
CLM100345,54,2.7,11716.02,4549.33,13,76,Total Loss,Health,Natural,1,4,17,1500,West,0
CLM100346,68,6.5,3602.74,5826.9,2,44,Total Loss,Health,Fire,0,3,9,1500,West,0
CLM100347,27,15.7,7982.69,2893.49,10,2,Moderate,Health,Theft,1,1,2,2000,North,0
CLM100348,60,7.6,17756.53,1531.2,9,16,Moderate,Health,Natural,1,1,10,1000,Central,0
CLM100349,74,5.2,39768.3,632.15,12,82,Minor,Health,Natural,0,4,0,2500,Central,0
CLM100350,32,13.6,26430.17,3842.7,0,36,Major,Life,Theft,1,4,1,1000,East,0
CLM100351,55,4.3,10236.625583657247,7308.76,16,18,Moderate,Health,Fire,1,3,15,1000,West,1
CLM100352,32,18.0,9536.27,2789.5,8,46,Moderate,Auto,Medical,0,3,2,2500,North,0
CLM100353,22,2.6,2298.37,1969.68,1,43,Major,Life,Fire,1,1,16,1000,South,0
CLM100354,46,14.3,2616.66,7445.32,11,87,Major,Auto,Theft,0,4,2,2000,West,0
CLM100355,36,10.2,10529.7,1290.86,12,32,Minor,Health,Fire,0,0,10,500,West,0
CLM100356,71,17.5,12332.34,888.51,2,20,Minor,Property,Natural,1,4,3,1000,East,0
CLM100357,68,3.0,5598.43,7095.6,4,66,Total Loss,Health,Medical,0,2,6,500,West,0
CLM100358,27,13.7,26031.505787165406,5756.82,15,89,Minor,Life,Accident,1,2,15,2000,East,1
CLM100359,29,11.7,19229.59,3665.51,11,31,Moderate,Auto,Fire,1,4,16,2000,East,0
CLM100360,71,9.9,6331.2,6142.58,3,23,Moderate,Property,Accident,1,3,10,1000,South,0
CLM100361,21,10.1,22308.61,6060.8,12,34,Major,Property,Medical,1,2,3,1500,Central,0
CLM100362,48,14.6,4452.62,800.45,4,17,Minor,Property,Accident,0,1,2,1000,West,0
CLM100363,35,18.8,12787.21,5571.85,5,66,Total Loss,Auto,Fire,1,1,15,500,East,0
CLM100364,33,2.3,43995.97519641114,5306.54,11,66,Total Loss,Life,Theft,1,1,1,2000,East,1
CLM100365,57,0.9,12550.72,7728.34,9,25,Total Loss,Property,Natural,1,4,4,500,Central,0
CLM100366,53,16.2,58362.76761208976,7749.67,7,86,Total Loss,Auto,Natural,1,2,17,500,Central,1
CLM100367,42,2.6,4384.901048081442,3333.49,9,90,Major,Auto,Accident,1,3,2,2500,East,1
CLM100368,40,19.7,14312.41,4923.81,8,64,Minor,Health,Natural,0,1,1,2000,West,0
CLM100369,29,12.6,13374.67,1560.18,2,50,Minor,Auto,Natural,0,3,1,2000,West,0
CLM100370,51,13.2,17197.74,998.42,14,59,Minor,Life,Theft,0,1,1,500,West,0
CLM100371,53,4.4,27883.01,3745.85,1,58,Minor,Life,Accident,1,4,15,2000,Central,0
CLM100372,54,5.2,20411.37,5674.12,5,75,Total Loss,Property,Theft,0,1,0,1000,West,0
CLM100373,20,13.4,24429.93,4758.21,11,16,Total Loss,Auto,Theft,1,4,18,2500,West,0
CLM100374,26,18.2,6112.38,3722.43,13,84,Major,Auto,Medical,1,2,18,1000,West,0
CLM100375,70,19.7,8353.03,6635.84,2,20,Major,Health,Accident,1,2,8,1500,Central,0
CLM100376,35,4.4,33230.439179930516,6458.21,6,84,Total Loss,Health,Theft,0,3,19,1500,North,1
CLM100377,60,3.1,13093.44,5989.57,5,27,Moderate,Auto,Fire,1,1,8,500,North,0
CLM100378,52,1.6,76513.31771062761,1077.74,14,90,Minor,Auto,Natural,1,2,10,1500,West,1
CLM100379,74,17.4,4102.31,6473.52,12,43,Major,Auto,Accident,1,0,0,1000,North,0
CLM100380,72,6.2,7491.27,7395.66,11,69,Total Loss,Health,Medical,1,0,18,1500,West,0
CLM100381,51,0.5,13755.97,945.82,5,61,Minor,Health,Theft,0,3,16,500,Central,0
CLM100382,58,4.9,31370.18,3512.54,11,41,Minor,Life,Fire,0,2,5,2000,West,0
CLM100383,31,7.1,62463.142972622,7912.67,3,32,Total Loss,Property,Natural,1,4,0,2500,South,1
CLM100384,21,19.8,7142.92,4994.29,12,37,Moderate,Property,Natural,1,0,17,500,East,0
CLM100385,46,10.7,4664.996764043196,4351.83,14,48,Moderate,Property,Fire,0,2,8,500,Central,1
CLM100386,58,4.5,9212.85,1830.85,2,25,Major,Property,Accident,1,4,0,500,South,0
CLM100387,62,7.0,8521.65,4741.15,12,39,Total Loss,Health,Natural,0,1,3,1000,South,0
CLM100388,67,6.9,65561.62,3792.82,8,53,Major,Health,Natural,1,2,17,2000,East,0
CLM100389,32,0.9,21981.312476542706,1455.82,3,31,Moderate,Auto,Natural,0,1,16,500,South,1
CLM100390,45,3.1,10071.930103560033,3982.49,8,40,Major,Life,Theft,1,0,19,2000,East,1
CLM100391,59,14.1,7820.87,1732.99,8,41,Major,Life,Theft,0,1,18,500,West,0
CLM100392,33,2.8,8585.74,5979.98,3,40,Moderate,Property,Natural,1,0,13,1000,Central,0
CLM100393,29,5.0,26850.89,7802.36,14,49,Minor,Auto,Medical,1,3,6,500,Central,0
CLM100394,69,7.3,2267.28,4021.83,0,2,Minor,Auto,Natural,0,3,8,1500,Central,0
CLM100395,22,15.3,16803.616976949263,5242.76,16,45,Moderate,Health,Accident,1,0,19,1000,East,1
CLM100396,51,11.9,87584.8068904647,3732.32,19,90,Minor,Auto,Medical,1,4,8,500,East,1
CLM100397,59,13.9,3492.63,1538.4,1,14,Total Loss,Life,Accident,0,3,14,500,South,0
CLM100398,18,11.6,21356.94,7779.16,14,53,Minor,Life,Fire,1,4,10,500,Central,0
CLM100399,56,13.8,7610.02,1471.84,2,52,Moderate,Auto,Fire,1,4,6,1500,South,0
CLM100400,49,0.6,14076.41,1337.2,8,44,Total Loss,Health,Theft,1,4,5,1500,West,0
CLM100401,43,18.7,5767.820586024988,3943.8,19,54,Major,Life,Theft,1,2,8,500,South,1
CLM100402,34,2.7,6488.15,5441.65,8,77,Moderate,Health,Theft,1,2,3,1500,Central,0
CLM100403,65,8.4,19855.994715021643,3161.92,12,90,Moderate,Health,Fire,0,4,16,500,East,1
CLM100404,44,15.5,4953.64,1943.88,14,49,Minor,Life,Accident,1,0,5,1500,South,0
CLM100405,41,9.0,19808.19770704467,6642.23,12,36,Total Loss,Health,Medical,0,3,16,2000,South,1
CLM100406,52,19.0,4722.29,3223.27,13,16,Moderate,Property,Theft,0,1,13,500,East,0
CLM100407,63,9.6,16751.64,1957.41,10,17,Total Loss,Property,Fire,1,2,4,500,East,0
CLM100408,59,17.6,65843.37833167342,3238.14,9,75,Total Loss,Property,Theft,0,2,17,2500,Central,1
CLM100409,71,16.3,2340.48,2109.16,2,16,Minor,Auto,Natural,1,1,7,2500,West,0
CLM100410,56,19.6,4661.98,4395.86,4,15,Moderate,Life,Medical,1,4,9,1000,Central,0
CLM100411,43,18.6,63490.968378914404,5512.17,21,90,Total Loss,Property,Accident,1,1,10,2000,South,1
CLM100412,66,18.0,41793.3962434972,6496.68,15,90,Total Loss,Health,Theft,1,4,2,2000,Central,1
CLM100413,55,14.8,2229.69,2206.72,3,51,Major,Property,Natural,1,2,1,1000,Central,0
CLM100414,40,7.7,10993.2,1752.16,9,35,Minor,Health,Natural,0,1,13,2500,East,0
CLM100415,39,2.6,4531.25,647.03,9,38,Moderate,Life,Medical,0,0,3,1000,West,0
CLM100416,21,13.9,4330.22,2210.66,11,80,Total Loss,Property,Fire,1,3,16,2500,West,0
CLM100417,66,19.6,43363.37,679.29,8,24,Minor,Life,Fire,1,3,16,500,Central,0
CLM100418,26,14.7,22503.4,3091.06,8,41,Moderate,Property,Theft,0,3,8,1000,East,0
CLM100419,21,18.6,18872.3,1592.7,0,20,Total Loss,Health,Theft,1,1,8,1500,East,0
CLM100420,24,16.2,5095.43,4849.22,7,67,Moderate,Health,Fire,0,4,2,2500,South,0
CLM100421,40,3.7,2893.2,3377.95,14,88,Moderate,Auto,Accident,1,2,3,500,North,0
CLM100422,19,5.4,31699.69,1201.89,8,58,Minor,Auto,Accident,0,3,1,1500,South,0
CLM100423,66,7.2,1088.45,3499.0,4,29,Minor,Auto,Natural,0,1,13,1500,South,0
CLM100424,41,3.8,8367.71,2070.11,3,56,Major,Property,Medical,1,3,19,2000,South,0
CLM100425,57,11.8,5877.9,5601.33,9,32,Major,Life,Accident,1,4,7,2500,North,0
CLM100426,72,19.5,13672.68,3233.27,3,89,Major,Property,Theft,1,0,17,500,East,0
CLM100427,48,15.3,10109.402499902732,1602.73,7,90,Total Loss,Health,Accident,1,0,3,2500,East,1
CLM100428,64,8.8,6592.18,3122.01,8,52,Major,Life,Medical,0,2,7,500,West,0
CLM100429,48,0.6,29460.79,2182.84,4,15,Moderate,Health,Theft,1,0,6,2500,West,0
CLM100430,64,6.6,14864.42,6468.34,10,48,Minor,Auto,Medical,1,0,14,1500,Central,0
CLM100431,57,10.8,3361.79,7875.26,2,87,Moderate,Health,Fire,1,1,14,2000,Central,0
CLM100432,65,6.8,20445.24,691.19,5,4,Minor,Property,Medical,0,1,1,1000,Central,0
CLM100433,68,2.7,4487.67,5675.15,8,76,Minor,Health,Medical,1,2,3,2500,West,0
CLM100434,60,9.1,9511.07,2479.68,8,59,Moderate,Health,Medical,1,2,8,1500,West,0
CLM100435,51,5.4,16602.63,998.06,11,70,Moderate,Health,Theft,0,1,6,1000,South,0
CLM100436,72,18.2,5760.36,607.63,12,80,Total Loss,Life,Medical,1,0,17,1000,East,0
CLM100437,41,2.5,20903.807036793445,7107.57,10,78,Minor,Health,Medical,0,4,11,1000,West,1
CLM100438,66,1.5,20872.32,3152.05,7,34,Major,Health,Natural,0,0,13,1500,North,0
CLM100439,43,0.6,42687.79,7959.08,3,68,Total Loss,Auto,Theft,1,0,6,500,South,0
CLM100440,33,6.9,12301.26,3817.83,4,41,Major,Auto,Medical,1,4,5,1000,North,0
CLM100441,74,13.4,3214.040586673057,1906.98,8,82,Total Loss,Property,Accident,1,2,18,2000,North,1
CLM100442,64,14.7,7197.86,6328.58,6,23,Minor,Auto,Medical,1,1,18,500,East,0
CLM100443,30,9.3,8628.28,7448.69,12,70,Moderate,Health,Accident,1,2,14,1500,North,0
CLM100444,32,13.8,13740.189454473802,6617.16,10,90,Moderate,Auto,Fire,1,2,18,1000,North,1
CLM100445,44,7.5,21914.734717452327,6088.99,11,90,Minor,Life,Fire,1,2,11,1500,North,1
CLM100446,21,13.5,33873.52578115404,3010.25,17,39,Moderate,Property,Theft,1,1,1,1500,North,1
CLM100447,33,1.3,2936.74,983.68,4,54,Minor,Auto,Theft,0,2,10,1000,South,0
CLM100448,47,8.1,5774.81,2009.75,14,14,Minor,Property,Fire,1,2,12,1500,South,0
CLM100449,61,15.9,11628.42,3851.08,0,4,Minor,Property,Theft,0,3,3,2000,East,0
CLM100450,47,16.2,6687.61,7671.5,10,3,Total Loss,Property,Accident,0,0,0,2000,East,0
CLM100451,53,14.5,71800.87,5921.41,8,29,Moderate,Life,Accident,0,3,1,2500,North,0
CLM100452,20,4.5,9469.5,6712.12,8,83,Total Loss,Health,Natural,1,1,13,1000,Central,0
CLM100453,39,5.3,48671.33116980264,2579.7,17,80,Major,Life,Theft,1,4,17,1000,North,1
CLM100454,66,19.9,35024.18,5628.67,6,89,Minor,Property,Theft,1,4,10,1000,North,0
CLM100455,39,2.5,28118.97,6968.29,11,72,Moderate,Auto,Natural,0,3,10,2500,East,0
CLM100456,67,4.0,1720.5,4095.59,5,29,Major,Auto,Medical,1,3,18,2000,West,0
CLM100457,74,3.0,45274.79,3724.19,12,85,Minor,Life,Accident,1,3,16,2000,East,0
CLM100458,67,6.9,3067.27,5895.53,12,83,Major,Auto,Medical,0,0,16,1000,South,0
CLM100459,72,4.6,1525.14,4699.34,4,60,Total Loss,Property,Natural,1,1,1,1500,East,0
CLM100460,66,10.2,9026.0,7948.78,4,70,Total Loss,Property,Theft,1,2,1,500,West,0
CLM100461,29,9.8,4246.88,3688.27,14,67,Moderate,Health,Medical,1,3,12,500,North,0
CLM100462,72,18.1,4053.73,1819.57,2,54,Major,Property,Theft,1,0,5,1000,West,0
CLM100463,38,1.2,6091.36,4039.51,9,70,Major,Auto,Natural,0,4,14,1000,East,0
CLM100464,73,6.7,11030.693249311667,2264.04,2,90,Total Loss,Health,Fire,1,4,10,2000,Central,1
CLM100465,21,12.1,18318.0,4709.4,5,41,Total Loss,Auto,Theft,0,4,3,2000,South,0
CLM100466,48,12.3,4101.25,1443.48,7,76,Moderate,Life,Medical,1,3,18,1500,West,0
CLM100467,61,9.9,26338.874588592033,7624.82,19,66,Minor,Health,Medical,1,4,13,2000,East,1
CLM100468,48,16.4,65494.59,6948.67,1,34,Moderate,Property,Natural,0,4,17,500,North,0
CLM100469,40,1.7,23098.915848044187,1666.74,9,78,Total Loss,Health,Medical,0,4,16,500,East,1
CLM100470,71,16.4,16403.02,1792.95,7,73,Moderate,Property,Accident,0,2,7,2000,North,0
CLM100471,70,10.1,149186.05054017145,4343.29,16,90,Minor,Property,Theft,1,4,12,500,Central,1
CLM100472,37,3.1,3221.22,6296.61,7,28,Total Loss,Auto,Accident,0,0,14,500,South,0
CLM100473,32,17.8,22908.60372980346,2143.1,11,90,Minor,Property,Natural,0,3,10,500,West,1
CLM100474,40,13.2,29476.05,957.29,14,2,Moderate,Property,Accident,0,2,15,500,East,0
CLM100475,45,3.7,84151.61597805683,4591.51,5,70,Minor,Property,Accident,1,2,17,2500,East,1
CLM100476,33,1.2,14790.78,5686.98,9,65,Total Loss,Auto,Theft,1,3,11,1000,West,0
CLM100477,54,3.3,3322.12,2332.74,7,21,Total Loss,Property,Theft,1,4,11,1500,North,0
CLM100478,38,12.4,77719.91489253484,6048.26,13,46,Minor,Life,Fire,1,4,5,2500,South,1
CLM100479,32,4.0,3875.52,7629.83,14,21,Moderate,Auto,Accident,1,1,5,1500,Central,0
CLM100480,34,4.9,7528.3,1528.06,11,73,Moderate,Life,Theft,1,4,3,2500,West,0
CLM100481,67,1.0,8062.25,4332.72,11,48,Moderate,Health,Accident,0,0,0,2500,South,0
CLM100482,54,14.6,9893.87,926.31,13,82,Moderate,Auto,Accident,1,4,16,1500,East,0
CLM100483,30,16.3,24421.56,2049.96,3,23,Major,Life,Natural,1,3,3,1000,South,0
CLM100484,36,16.0,25303.27,1173.65,2,26,Major,Auto,Natural,1,4,16,2000,Central,0
CLM100485,47,3.0,56829.957732318035,3530.05,15,48,Minor,Property,Accident,1,3,4,2500,South,1
CLM100486,62,18.1,1335.66,6656.24,8,16,Major,Auto,Natural,1,2,8,1000,East,0
CLM100487,35,13.6,13480.8,4828.48,7,55,Major,Health,Theft,1,1,5,2000,Central,0
CLM100488,31,18.0,53213.66405931939,2169.39,11,32,Major,Life,Accident,1,2,11,1500,Central,1
CLM100489,53,9.2,20475.864464606115,800.83,18,66,Minor,Auto,Natural,1,3,16,2500,Central,1
CLM100490,53,9.0,44488.9,4650.49,12,80,Major,Property,Theft,1,1,9,2000,East,0
CLM100491,37,15.8,27042.93,1495.98,1,73,Moderate,Life,Accident,1,2,1,1000,North,0
CLM100492,69,2.3,16248.09,3070.51,12,73,Moderate,Life,Accident,1,4,0,2000,East,0
CLM100493,36,10.7,1966.88,4326.44,12,37,Minor,Life,Natural,1,4,12,1500,North,0
CLM100494,62,16.8,16848.22,7277.99,14,80,Minor,Health,Theft,0,1,0,2000,North,0
CLM100495,61,16.7,37384.79,1113.67,12,89,Minor,Property,Accident,1,2,12,500,East,0
CLM100496,24,19.1,8157.12,5514.56,13,89,Total Loss,Property,Accident,1,0,2,2500,South,0
CLM100497,74,14.1,28314.66,605.61,7,3,Major,Life,Fire,1,0,10,1000,East,0
CLM100498,61,4.6,15925.229343714893,5224.31,17,62,Minor,Auto,Accident,1,0,15,1000,Central,1
CLM100499,70,0.9,33700.139247489686,4636.49,17,71,Minor,Life,Fire,1,2,17,2500,South,1
CLM100500,21,9.8,16679.96,6589.0,2,20,Minor,Property,Fire,1,2,1,2500,West,0
CLM100501,51,10.5,17997.82,4487.47,9,35,Moderate,Health,Theft,0,2,17,500,West,0
CLM100502,19,5.2,33126.05,3144.62,11,45,Minor,Health,Medical,1,3,16,500,West,0
CLM100503,22,2.9,11141.05603273012,2320.63,16,86,Moderate,Life,Fire,0,0,0,1000,Central,1
CLM100504,72,11.9,5564.69,1139.37,5,43,Moderate,Health,Theft,1,0,3,2000,Central,0
CLM100505,27,15.4,19263.01,4509.6,4,63,Total Loss,Health,Natural,1,0,19,2500,North,0
CLM100506,49,19.9,10983.884492483547,7162.41,12,45,Minor,Auto,Fire,1,3,5,500,Central,1
CLM100507,59,15.3,28174.85013194058,4360.58,13,90,Total Loss,Health,Medical,1,3,4,500,North,1
CLM100508,58,16.0,2980.7643433335247,6043.27,17,33,Minor,Auto,Natural,0,2,19,500,West,1
CLM100509,30,12.5,3279.43,2738.26,6,12,Major,Life,Fire,1,0,8,2000,East,0
CLM100510,56,19.7,18037.54,3860.98,5,24,Minor,Property,Fire,0,0,3,1000,East,0
CLM100511,22,13.0,21642.88,2934.52,5,4,Minor,Property,Medical,1,4,4,1000,Central,0
CLM100512,27,17.3,8336.477247065961,1319.5,5,74,Minor,Auto,Accident,1,4,7,500,West,1
CLM100513,27,18.9,14285.583799332882,3627.41,10,63,Minor,Property,Medical,1,4,16,2000,West,1
CLM100514,55,18.6,2562.16,6232.15,13,56,Minor,Life,Theft,0,3,14,2000,North,0
CLM100515,44,7.9,9521.87,3462.31,7,45,Minor,Property,Theft,1,2,19,1000,North,0
CLM100516,68,2.0,3022.12,5376.34,5,32,Total Loss,Health,Medical,1,1,12,2500,West,0
CLM100517,38,3.9,28385.09622663604,6189.62,18,90,Major,Life,Medical,1,0,14,500,Central,1
CLM100518,25,1.7,38001.12482411887,2920.52,3,43,Total Loss,Life,Medical,0,4,3,2000,Central,1
CLM100519,18,2.6,18251.2,6481.36,14,57,Major,Property,Medical,0,0,17,2500,West,0
CLM100520,45,4.1,5937.16,3041.94,14,24,Total Loss,Property,Medical,1,0,18,1500,East,0
CLM100521,66,7.2,17801.95,2420.8,4,73,Total Loss,Auto,Fire,0,0,7,500,East,0
CLM100522,56,11.1,66875.2029973652,2168.35,16,59,Minor,Health,Natural,1,2,13,1500,North,1
CLM100523,31,14.4,17983.42670336881,1999.28,16,33,Total Loss,Property,Theft,1,0,0,1000,West,1
CLM100524,38,4.6,18106.9722198957,6028.43,18,90,Major,Property,Theft,1,2,1,1000,East,1
CLM100525,47,13.6,13709.82,7156.32,4,27,Moderate,Auto,Natural,0,1,19,1000,Central,0
CLM100526,38,14.2,5225.54,2229.86,11,75,Major,Property,Medical,0,1,2,2000,South,0
CLM100527,66,11.4,16815.15,1139.3,2,43,Total Loss,Health,Natural,1,3,15,2000,South,0
CLM100528,26,18.1,27780.26,2853.25,7,57,Moderate,Health,Medical,1,0,2,2500,West,0
CLM100529,34,2.7,20043.852800567704,5433.85,16,47,Minor,Life,Theft,0,4,5,1500,North,1
CLM100530,22,4.0,41675.17737208223,3263.9,12,72,Moderate,Life,Accident,1,3,7,1000,South,1
CLM100531,74,8.9,41596.200128168886,4618.82,11,59,Minor,Health,Theft,1,3,11,1000,Central,1
CLM100532,48,3.0,3493.393029921641,6082.29,8,71,Major,Auto,Theft,1,1,4,2000,Central,1
CLM100533,69,11.5,4039.39,3563.59,1,60,Moderate,Life,Accident,0,4,4,2000,Central,0
CLM100534,57,8.3,34598.38,7997.71,9,49,Moderate,Health,Natural,1,0,2,2000,South,0
CLM100535,55,6.0,99247.09353933517,2734.62,6,36,Moderate,Health,Fire,1,0,3,500,East,1
CLM100536,60,3.8,38290.76501310469,7836.86,11,52,Minor,Life,Medical,1,1,4,1500,Central,1
